 area_code, diabetes_me_1_no_3_11_7_13
211041273,386.338497769353
211051274,264.47490402739
212021293,657.385819559752
212021294,451.8442022
211051277,257.9988803
211051278,508.431212737174
211051279,147.943503313395
211051280,191.057698025469
211051281,587.193073699784
211051283,250.310475286605
212031302,329.3387631
211051284,256.985302711034
211051285,209.415546762826
211051286,479.4774637
212011287,207.824593078491
212011288,236.6902812
212011289,449.371279921509
212011290,295.7587263
212011291,288.171716730109
212011292,486.392299869891
212021295,722.1662939
212031303,175.501534113467
212031304,259.714414050866
212021296,1221.5702609
212021297,471.8997267
701021011,104.005419387062
212021298,1024.3651511
212021299,206.365554340248
212031300,553.110912449134
212031301,214.542524578851
212031307,880.771353
212031308,195.387875307682
212041309,713.533142612556
212041310,711.269317687444
212041312,1249.57643164205
212041311,1798.8064463
212041314,1027.7447346
212041317,1651.49043570454
212041315,1638.3299102
212041316,421.468271557952
212041318,1017.79258819546
212051319,669.001026592797
212051320,703.6946278
212051321,861.535039155753
212051322,744.266154032995
213011328,531.886169971911
212051323,554.723060938554
212051324,638.214162561446
507011153,318.215442494826
212051325,710.487115667005
701021012,109.021896995752
212051326,832.916980807203
213011329,356.9287512
212051327,794.310112344247
213011330,1064.0703195
213011331,396.2782467
213011334,1719.54579896476
213011332,749.8347465
213011333,1232.08466133524
701021013,144.427915514507
213011335,1474.42487346034
213011337,967.486146839665
213011336,656.446022931399
213011338,1243.89019529669
213021343,899.9955114
213021345,186.7681954
213021344,625.17131953711
213021346,570.652139662889
213031347,902.6449948
213031351,443.45038558392
213031348,572.32409001608
213031352,560.326687575798
213041353,509.3513089
213031349,380.5992895
213031350,340.712212224202
213041354,850.9677167
213041355,406.314884373403
213041356,778.671716205669
213041357,695.178189435523
213041358,430.1080792
213041359,116.970119958809
213041360,404.249718326597
213051361,511.779880304455
213051362,793.720587154827
213051363,246.5959081
213051364,723.8594381
213051365,563.5656363
213051366,301.140579795545
213051367,1207.6111197
213051368,446.606369045173
213051369,442.653524
214011370,640.297646091816
214011371,676.8983771
214011373,577.9473512
214011374,546.190185437164
214011375,536.862888808184
214011376,256.125275862836
214021377,385.197442
214021378,167.873210878005
214021379,639.4302699
214021380,697.619234340976
214021381,532.3066341
214021382,537.968783621995
214021383,685.7210194
214021384,928.0161924
216031415,302.867620647549
214021385,542.979941059024
216031416,531.982275994494
216031417,831.665028952451
216031418,111.3766623
216031419,302.296335105506
217011420,303.718924129899
215011386,297.352379259881
215011387,108.5872551
217011421,338.561157684177
217011422,368.514128870101
217011423,212.672967915823
301031019,260.852126599922
215011388,517.7876124
215011389,103.7158388
215011390,277.377763238092
215011391,132.033882123072
216011409,144.098075703998
216011410,155.439303562776
216021411,260.487101238301
216021412,105.347381895767
216021413,511.545937761699
216021414,290.518356404233
303031061,220.957859415832
217021424,131.401132639806
217021425,418.9493592
217021426,172.770128860228
217021427,204.806618060194
217021428,213.885460103624
217021429,191.958765451673
217021430,254.475607644703
217021431,106.157609739772
217021432,602.20753317719
217021433,395.61663652281
311061335,218.685043290606
301011001,601.135262927201
301011002,265.450404244487
302041042,375.222042223162
301011003,511.708184179939
303051072,348.220270997288
301011004,608.582001372799
301011005,126.571433175573
301011006,375.8116004
301021007,648.967815188622
301021008,254.022229311378
301021009,448.779784681768
301021010,858.0299523
301021011,213.899150218232
301021012,419.3086502
301021013,580.1646101
301031014,0.217747567860847
301031015,238.521071804491
301031016,358.132619795587
301031018,390.425429672625
301031017,180.970119527375
301031020,454.620630432139
302041046,326.2580719
301031021,504.5804218
302011022,266.258229159704
302011024,297.763089440296
302011023,289.505632034082
302011025,315.586537473319
302011026,268.693979292599
302021027,522.799516812673
308021201,130.867435144581
302021028,305.7462337
302021029,257.094548277527
308021202,0
302021030,180.5668131098
302021031,453.960787946246
302021032,224.365002264969
302021033,251.774598635031
302031037,10.0690816491755
302021034,339.660589553754
302031038,248.331653231409
302031039,340.436431107588
302031035,341.295034969146
302031036,3.51247034273564
302031040,405.378104999945
302041041,558.8818293
302041043,166.066713533716
302041045,427.577378066284
302041044,272.256650476837
303011047,294.5310022
303011048,172.162126663181
303011049,393.398861303776
303011050,233.419458333043
311061336,884.389714141616
303011051,582.0197314
303021052,355.607862060305
303021053,404.4473842
303021055,285.613403839695
303021054,161.303763694291
303021058,191.833686181884
303021059,335.989409423826
303031062,341.481476003725
303031060,492.7630938
312021346,138.761991636021
303031063,559.704443243224
303031064,163.90628416143
303031065,350.711667840944
303041070,322.350284263488
303031066,420.519924534844
303041067,187.295479898746
303041071,325.090874
303041068,449.929433536512
303041069,200.479499601254
303051073,778.322665502712
303051074,138.013667401517
303051075,524.772474598483
303051076,539.0809909
303061077,303.329830319001
304011085,149.060812056272
304021086,282.579935352651
303061078,521.437122480999
305011106,101.574046348796
303061079,416.507970872373
303061080,866.373643527627
304011081,239.96814420624
304011082,241.083742604253
304011083,129.968776539475
304011084,313.98225609376
304021087,217.159500158468
304021088,351.424368813488
308031222,273.180190390169
304021089,126.219688720187
304021090,293.153176266326
304021091,168.125505388882
308031223,714.219718877391
304031092,199.173535455063
304031093,142.548742219744
304031094,331.281479198143
304031095,159.278104725192
304031096,248.2221765
304031097,225.149918001857
304041098,237.334480856297
304041103,560.605515981333
305031119,64.6482542394351
304041099,0.878692031318703
305031126,203.429021335604
304041102,0
306011141,391.541648700368
306011142,355.540002315198
304041100,216.516750494878
305021114,147.655293037129
304041101,236.562309848826
305031130,161.759909158446
306031163,null
304041104,317.805333887349
306021152,270.661686949378
305011105,228.58249414488
312021347,17.3149117799483
305011107,202.504198766718
305021115,153.956035655921
305011108,183.83242865512
305011109,366.2202849
305011110,188.352548887245
305011111,109.577676151204
305011112,280.286117146037
305021116,118.720821472277
305021117,301.1955114
306021153,252.179339174424
305021118,165.007879644079
305031120,147.295471604329
305031121,168.216713059089
305031122,325.818124442363
305031123,107.989022924139
305031124,153.693938373771
305031125,143.827569024777
305031127,115.24878917114
306021144,234.040344925576
305031128,184.398193251691
305031129,100.366268364788
305031131,221.242380450429
305041132,356.900804665115
305041133,125.243299146552
305041134,255.746214134885
306021156,273.773151893721
305041135,240.322346255328
306041164,219.219241725283
306041165,174.062266474717
306051166,485.799590925777
306051167,262.032722610668
306051168,222.025692921585
306051169,385.094945663555
306051170,521.217603378415
307011171,214.568558142317
305041136,133.603421444672
307011172,233.624978230385
307011173,290.820194506942
307011174,190.697294521907
307011175,125.285763092784
307011176,227.65741951465
305041137,245.689349353448
307011177,203.358575462181
307011178,188.105557328834
307021179,383.976200377359
307021180,349.151447722641
307021181,112.051468167038
307021182,190.300503703455
307021183,594.850894229507
306011138,178.081714243825
306011139,324.878754409116
306021146,368.144274679849
306011140,123.143420355807
306011143,195.481764575686
306021145,335.140791806279
306021148,295.015518130152
307031184,203.108773641934
307031185,183.349018694638
307031186,196.835835563428
306021147,364.467623069883
306021149,422.479514720151
306021150,0
306021151,310.200216677022
306021154,343.358045745171
306021155,164.769890799964
306021157,263.19026822843
306031158,null
308011192,363.0683253
308021193,212.234312071154
308021194,282.380936272493
306031159,null
306031160,326.105258513738
306031161,441.87175844598
306031162,0.260052040282087
307031187,320.823421262871
307031188,327.080193037129
308021195,193.945305127507
307031189,636.122139
308011190,266.302429228851
308011191,313.672516971149
308021198,348.065772230637
308021199,224.278641889422
308021200,398.385245828846
308021203,174.962700502786
308021204,184.737674295105
308031214,176.911042919822
308031205,311.972498344506
308031206,83.7034248721302
308031207,198.229562825487
308031215,214.001039804802
308031208,318.862420404364
308031209,154.861251229377
308031210,394.919882242444
308031211,217.898539072805
308031212,134.192618385426
308031213,304.583454255374
308031216,203.121307385208
308031217,156.589011382689
308031218,136.457322297122
308031219,138.788791747665
308031220,92.7442994556337
308031221,0.310412307586725
312021356,252.743838855587
309011224,330.709923117167
309011228,462.689048634661
309011225,324.269972730427
312021357,283.646409841293
309011226,560.231217369573
309011227,453.689246882834
311061329,236.966305392771
309101267,345.594201101858
309021230,218.426487327093
309011229,249.771236365339
309101268,181.417462298142
309101269,136.025600396408
309021232,352.499101409678
309031236,372.562171650906
309021231,438.283072972907
309101270,765.260729003592
312021358,221.79422244549
312031359,326.2887278804
309021233,462.181361490321
310011274,1292.62021268046
310011275,313.096001950661
309021234,536.5616829
310011276,413.397263819539
310021277,451.726316835598
310021278,282.724183659248
312031360,0
312031361,246.9354082196
313011362,666.4931202
313011363,1210.2871307
309031235,321.5354547
310021281,711.633992949298
310021282,482.127795364402
313021364,142.345974909142
309061248,981.4603181
